claim_id,state,district,risk_score,risk_level,priority,decision_brief
FRA0839,Madhya Pradesh,Mandla,35,MEDIUM,Moderate,"Claim FRA0839 from Mandla, Madhya Pradesh has a risk score of 35/100 (MEDIUM). This claim has some risk indicators and may require additional verification. Key factors: High claim overlap | ML anomaly detected. Recommended action: Perform additional document verification. Final decision must be made by the authorized official."
FRA0840,Chhattisgarh,Kanker,30,LOW,Normal,"Claim FRA0840 from Kanker, Chhattisgarh has a risk score of 30/100 (LOW). No major risk indicators were detected for this claim. Key factors: Long processing delay | Moderate claim overlap. Recommended action: No immediate action required. Final decision must be made by the authorized official."
FRA0841,Chhattisgarh,Surguja,20,LOW,Normal,"Claim FRA0841 from Surguja, Chhattisgarh has a risk score of 20/100 (LOW). No major risk indicators were detected for this claim. Key factors: Moderate claim overlap | Multiple previous rejections. Recommended action: No immediate action required. Final decision must be made by the authorized official."
FRA0842,Madhya Pradesh,Mandla,15,LOW,Normal,"Claim FRA0842 from Mandla, Madhya Pradesh has a risk score of 15/100 (LOW). No major risk indicators were detected for this claim. Key factors: Long processing delay. Recommended action: No immediate action required. Final decision must be made by the authorized official."
FRA0843,Jharkhand,Simdega,5,LOW,Normal,"Claim FRA0843 from Simdega, Jharkhand has a risk score of 5/100 (LOW). No major risk indicators were detected for this claim. Key factors: Multiple previous rejections. Recommended action: No immediate action required. Final decision must be made by the authorized official."
FRA0844,Maharashtra,Nandurbar,15,LOW,Normal,"Claim FRA0844 from Nandurbar, Maharashtra has a risk score of 15/100 (LOW). No major risk indicators were detected for this claim. Key factors: Multiple previous rejections | ML anomaly detected. Recommended action: No immediate action required. Final decision must be made by the authorized official."
FRA0845,Maharashtra,Gadchiroli,15,LOW,Normal,"Claim FRA0845 from Gadchiroli, Maharashtra has a risk score of 15/100 (LOW). No major risk indicators were detected for this claim. Key factors: Moderate claim overlap. Recommended action: No immediate action required. Final decision must be made by the authorized official."
FRA0846,Jharkhand,Ranchi,5,LOW,Normal,"Claim FRA0846 from Ranchi, Jharkhand has a risk score of 5/100 (LOW). No major risk indicators were detected for this claim. Key factors: Multiple previous rejections. Recommended action: No immediate action required. Final decision must be made by the authorized official."
FRA0847,Chhattisgarh,Bastar,15,LOW,Normal,"Claim FRA0847 from Bastar, Chhattisgarh has a risk score of 15/100 (LOW). No major risk indicators were detected for this claim. Key factors: Long processing delay. Recommended action: No immediate action required. Final decision must be made by the authorized official."
FRA0848,Chhattisgarh,Bastar,20,LOW,Normal,"Claim FRA0848 from Bastar, Chhattisgarh has a risk score of 20/100 (LOW). No major risk indicators were detected for this claim. Key factors: Long processing delay | Multiple previous rejections. Recommended action: No immediate action required. Final decision must be made by the authorized official."
FRA0849,Odisha,Koraput,25,LOW,Normal,"Claim FRA0849 from Koraput, Odisha has a risk score of 25/100 (LOW). No major risk indicators were detected for this claim. Key factors: High claim overlap. Recommended action: No immediate action required. Final decision must be made by the authorized official."
FRA0850,Odisha,Keonjhar,45,MEDIUM,Moderate,"Claim FRA0850 from Keonjhar, Odisha has a risk score of 45/100 (MEDIUM). This claim has some risk indicators and may require additional verification. Key factors: Long processing delay | High claim overlap | Multiple previous rejections. Recommended action: Perform additional document verification. Final decision must be made by the authorized official."
FRA0851,Madhya Pradesh,Dindori,5,LOW,Normal,"Claim FRA0851 from Dindori, Madhya Pradesh has a risk score of 5/100 (LOW). No major risk indicators were detected for this claim. Key factors: Multiple previous rejections. Recommended action: No immediate action required. Final decision must be made by the authorized official."
FRA0852,Madhya Pradesh,Mandla,10,LOW,Normal,"Claim FRA0852 from Mandla, Madhya Pradesh has a risk score of 10/100 (LOW). No major risk indicators were detected for this claim. Key factors: ML anomaly detected. Recommended action: No immediate action required. Final decision must be made by the authorized official."
FRA0853,Chhattisgarh,Kanker,20,LOW,Normal,"Claim FRA0853 from Kanker, Chhattisgarh has a risk score of 20/100 (LOW). No major risk indicators were detected for this claim. Key factors: Moderate claim overlap | Multiple previous rejections. Recommended action: No immediate action required. Final decision must be made by the authorized official."
FRA0854,Maharashtra,Nandurbar,15,LOW,Normal,"Claim FRA0854 from Nandurbar, Maharashtra has a risk score of 15/100 (LOW). No major risk indicators were detected for this claim. Key factors: Long processing delay. Recommended action: No immediate action required. Final decision must be made by the authorized official."
FRA0855,Odisha,Mayurbhanj,0,LOW,Normal,"Claim FRA0855 from Mayurbhanj, Odisha has a risk score of 0/100 (LOW). No major risk indicators were detected for this claim. Key factors: . Recommended action: No immediate action required. Final decision must be made by the authorized official."
FRA0856,Maharashtra,Gadchiroli,15,LOW,Normal,"Claim FRA0856 from Gadchiroli, Maharashtra has a risk score of 15/100 (LOW). No major risk indicators were detected for this claim. Key factors: Moderate claim overlap. Recommended action: No immediate action required. Final decision must be made by the authorized official."
FRA0857,Madhya Pradesh,Balaghat,15,LOW,Normal,"Claim FRA0857 from Balaghat, Madhya Pradesh has a risk score of 15/100 (LOW). No major risk indicators were detected for this claim. Key factors: Long processing delay. Recommended action: No immediate action required. Final decision must be made by the authorized official."
FRA0858,Madhya Pradesh,Balaghat,30,LOW,Normal,"Claim FRA0858 from Balaghat, Madhya Pradesh has a risk score of 30/100 (LOW). No major risk indicators were detected for this claim. Key factors: High claim overlap | Multiple previous rejections. Recommended action: No immediate action required. Final decision must be made by the authorized official."
FRA0859,Madhya Pradesh,Balaghat,15,LOW,Normal,"Claim FRA0859 from Balaghat, Madhya Pradesh has a risk score of 15/100 (LOW). No major risk indicators were detected for this claim. Key factors: Long processing delay. Recommended action: No immediate action required. Final decision must be made by the authorized official."
FRA0860,Madhya Pradesh,Dindori,20,LOW,Normal,"Claim FRA0860 from Dindori, Madhya Pradesh has a risk score of 20/100 (LOW). No major risk indicators were detected for this claim. Key factors: Long processing delay | Multiple previous rejections. Recommended action: No immediate action required. Final decision must be made by the authorized official."
FRA0861,Odisha,Mayurbhanj,25,LOW,Normal,"Claim FRA0861 from Mayurbhanj, Odisha has a risk score of 25/100 (LOW). No major risk indicators were detected for this claim. Key factors: Long processing delay | ML anomaly detected. Recommended action: No immediate action required. Final decision must be made by the authorized official."
FRA0862,Jharkhand,Ranchi,5,LOW,Normal,"Claim FRA0862 from Ranchi, Jharkhand has a risk score of 5/100 (LOW). No major risk indicators were detected for this claim. Key factors: Multiple previous rejections. Recommended action: No immediate action required. Final decision must be made by the authorized official."
FRA0863,Odisha,Keonjhar,35,MEDIUM,Moderate,"Claim FRA0863 from Keonjhar, Odisha has a risk score of 35/100 (MEDIUM). This claim has some risk indicators and may require additional verification. Key factors: Long processing delay | Moderate claim overlap | Multiple previous rejections. Recommended action: Perform additional document verification. Final decision must be made by the authorized official."
FRA0864,Odisha,Koraput,35,MEDIUM,Moderate,"Claim FRA0864 from Koraput, Odisha has a risk score of 35/100 (MEDIUM). This claim has some risk indicators and may require additional verification. Key factors: Long processing delay | Moderate claim overlap | Multiple previous rejections. Recommended action: Perform additional document verification. Final decision must be made by the authorized official."
FRA0865,Jharkhand,Gumla,5,LOW,Normal,"Claim FRA0865 from Gumla, Jharkhand has a risk score of 5/100 (LOW). No major risk indicators were detected for this claim. Key factors: Multiple previous rejections. Recommended action: No immediate action required. Final decision must be made by the authorized official."
FRA0866,Jharkhand,Simdega,30,LOW,Normal,"Claim FRA0866 from Simdega, Jharkhand has a risk score of 30/100 (LOW). No major risk indicators were detected for this claim. Key factors: Long processing delay | Moderate claim overlap. Recommended action: No immediate action required. Final decision must be made by the authorized official."
FRA0867,Chhattisgarh,Surguja,15,LOW,Normal,"Claim FRA0867 from Surguja, Chhattisgarh has a risk score of 15/100 (LOW). No major risk indicators were detected for this claim. Key factors: Moderate claim overlap. Recommended action: No immediate action required. Final decision must be made by the authorized official."
FRA0868,Odisha,Keonjhar,20,LOW,Normal,"Claim FRA0868 from Keonjhar, Odisha has a risk score of 20/100 (LOW). No major risk indicators were detected for this claim. Key factors: Long processing delay | Multiple previous rejections. Recommended action: No immediate action required. Final decision must be made by the authorized official."
