claim_id,state,district,latitude,longitude,ml_anomaly,risk_score,risk_level,reasons,recommended_action,priority,decision_brief
FRA0918,Chhattisgarh,Bastar,19.051763,81.964446,NO,25,LOW,High claim overlap,,Normal,"Claim FRA0918 from Bastar, Chhattisgarh has a risk score of 25/100 (LOW). No major risk indicators were detected for this claim. Key factors: High claim overlap. Recommended action: No immediate action required. Final decision must be made by the authorized official."
FRA0919,Maharashtra,Gadchiroli,20.061193,80.076522,YES,30,LOW,Long processing delay | Multiple previous rejections | ML anomaly detected,,Normal,"Claim FRA0919 from Gadchiroli, Maharashtra has a risk score of 30/100 (LOW). No major risk indicators were detected for this claim. Key factors: Long processing delay | Multiple previous rejections | ML anomaly detected. Recommended action: No immediate action required. Final decision must be made by the authorized official."
FRA0920,Chhattisgarh,Bastar,19.052196,81.85497,NO,25,LOW,High claim overlap,,Normal,"Claim FRA0920 from Bastar, Chhattisgarh has a risk score of 25/100 (LOW). No major risk indicators were detected for this claim. Key factors: High claim overlap. Recommended action: No immediate action required. Final decision must be made by the authorized official."
FRA0921,Jharkhand,Ranchi,23.211478,85.2834,NO,15,LOW,Long processing delay,,Normal,"Claim FRA0921 from Ranchi, Jharkhand has a risk score of 15/100 (LOW). No major risk indicators were detected for this claim. Key factors: Long processing delay. Recommended action: No immediate action required. Final decision must be made by the authorized official."
FRA0922,Madhya Pradesh,Mandla,22.455474,80.422961,YES,50,MEDIUM,Long processing delay | High claim overlap | ML anomaly detected,,Moderate,"Claim FRA0922 from Mandla, Madhya Pradesh has a risk score of 50/100 (MEDIUM). This claim has some risk indicators and may require additional verification. Key factors: Long processing delay | High claim overlap | ML anomaly detected. Recommended action: Perform additional document verification. Final decision must be made by the authorized official."
FRA0923,Chhattisgarh,Bastar,18.955757,81.813324,NO,15,LOW,Long processing delay,,Normal,"Claim FRA0923 from Bastar, Chhattisgarh has a risk score of 15/100 (LOW). No major risk indicators were detected for this claim. Key factors: Long processing delay. Recommended action: No immediate action required. Final decision must be made by the authorized official."
FRA0924,Madhya Pradesh,Balaghat,21.897282,80.165242,YES,50,MEDIUM,Long processing delay | High claim overlap | ML anomaly detected,,Moderate,"Claim FRA0924 from Balaghat, Madhya Pradesh has a risk score of 50/100 (MEDIUM). This claim has some risk indicators and may require additional verification. Key factors: Long processing delay | High claim overlap | ML anomaly detected. Recommended action: Perform additional document verification. Final decision must be made by the authorized official."
FRA0925,Chhattisgarh,Kanker,20.334409,81.399406,NO,20,LOW,Moderate claim overlap | Multiple previous rejections,,Normal,"Claim FRA0925 from Kanker, Chhattisgarh has a risk score of 20/100 (LOW). No major risk indicators were detected for this claim. Key factors: Moderate claim overlap | Multiple previous rejections. Recommended action: No immediate action required. Final decision must be made by the authorized official."
FRA0926,Madhya Pradesh,Dindori,23.055147,80.9407,NO,20,LOW,Moderate claim overlap | Multiple previous rejections,,Normal,"Claim FRA0926 from Dindori, Madhya Pradesh has a risk score of 20/100 (LOW). No major risk indicators were detected for this claim. Key factors: Moderate claim overlap | Multiple previous rejections. Recommended action: No immediate action required. Final decision must be made by the authorized official."
FRA0927,Madhya Pradesh,Mandla,22.628148,80.234023,NO,5,LOW,Multiple previous rejections,,Normal,"Claim FRA0927 from Mandla, Madhya Pradesh has a risk score of 5/100 (LOW). No major risk indicators were detected for this claim. Key factors: Multiple previous rejections. Recommended action: No immediate action required. Final decision must be made by the authorized official."
FRA0928,Chhattisgarh,Surguja,23.008038,83.329463,NO,20,LOW,Moderate claim overlap | Multiple previous rejections,,Normal,"Claim FRA0928 from Surguja, Chhattisgarh has a risk score of 20/100 (LOW). No major risk indicators were detected for this claim. Key factors: Moderate claim overlap | Multiple previous rejections. Recommended action: No immediate action required. Final decision must be made by the authorized official."
FRA0929,Jharkhand,Ranchi,23.199137,85.241767,NO,40,MEDIUM,Long processing delay | High claim overlap,,Moderate,"Claim FRA0929 from Ranchi, Jharkhand has a risk score of 40/100 (MEDIUM). This claim has some risk indicators and may require additional verification. Key factors: Long processing delay | High claim overlap. Recommended action: Perform additional document verification. Final decision must be made by the authorized official."
FRA0930,Chhattisgarh,Kanker,20.3369,81.344401,NO,40,MEDIUM,Long processing delay | High claim overlap,,Moderate,"Claim FRA0930 from Kanker, Chhattisgarh has a risk score of 40/100 (MEDIUM). This claim has some risk indicators and may require additional verification. Key factors: Long processing delay | High claim overlap. Recommended action: Perform additional document verification. Final decision must be made by the authorized official."
FRA0931,Jharkhand,Simdega,22.573928,84.575306,NO,0,LOW,,,Normal,"Claim FRA0931 from Simdega, Jharkhand has a risk score of 0/100 (LOW). No major risk indicators were detected for this claim. Key factors: . Recommended action: No immediate action required. Final decision must be made by the authorized official."
FRA0932,Madhya Pradesh,Balaghat,21.86152,80.250216,NO,5,LOW,Multiple previous rejections,,Normal,"Claim FRA0932 from Balaghat, Madhya Pradesh has a risk score of 5/100 (LOW). No major risk indicators were detected for this claim. Key factors: Multiple previous rejections. Recommended action: No immediate action required. Final decision must be made by the authorized official."
FRA0933,Chhattisgarh,Bastar,19.038256,81.844627,NO,35,MEDIUM,Long processing delay | Moderate claim overlap | Multiple previous rejections,,Moderate,"Claim FRA0933 from Bastar, Chhattisgarh has a risk score of 35/100 (MEDIUM). This claim has some risk indicators and may require additional verification. Key factors: Long processing delay | Moderate claim overlap | Multiple previous rejections. Recommended action: Perform additional document verification. Final decision must be made by the authorized official."
FRA0934,Chhattisgarh,Surguja,22.912786,83.344945,NO,15,LOW,Long processing delay,,Normal,"Claim FRA0934 from Surguja, Chhattisgarh has a risk score of 15/100 (LOW). No major risk indicators were detected for this claim. Key factors: Long processing delay. Recommended action: No immediate action required. Final decision must be made by the authorized official."
FRA0935,Chhattisgarh,Bastar,19.170452,81.957918,NO,0,LOW,,,Normal,"Claim FRA0935 from Bastar, Chhattisgarh has a risk score of 0/100 (LOW). No major risk indicators were detected for this claim. Key factors: . Recommended action: No immediate action required. Final decision must be made by the authorized official."
FRA0936,Madhya Pradesh,Dindori,22.909575,81.188439,NO,5,LOW,Multiple previous rejections,,Normal,"Claim FRA0936 from Dindori, Madhya Pradesh has a risk score of 5/100 (LOW). No major risk indicators were detected for this claim. Key factors: Multiple previous rejections. Recommended action: No immediate action required. Final decision must be made by the authorized official."
FRA0937,Jharkhand,Ranchi,23.207957,85.395916,NO,5,LOW,Multiple previous rejections,,Normal,"Claim FRA0937 from Ranchi, Jharkhand has a risk score of 5/100 (LOW). No major risk indicators were detected for this claim. Key factors: Multiple previous rejections. Recommended action: No immediate action required. Final decision must be made by the authorized official."
FRA0938,Maharashtra,Gadchiroli,20.29797,80.099663,NO,30,LOW,High claim overlap | Multiple previous rejections,,Normal,"Claim FRA0938 from Gadchiroli, Maharashtra has a risk score of 30/100 (LOW). No major risk indicators were detected for this claim. Key factors: High claim overlap | Multiple previous rejections. Recommended action: No immediate action required. Final decision must be made by the authorized official."
FRA0939,Maharashtra,Nandurbar,21.399202,74.225471,NO,15,LOW,Moderate claim overlap,,Normal,"Claim FRA0939 from Nandurbar, Maharashtra has a risk score of 15/100 (LOW). No major risk indicators were detected for this claim. Key factors: Moderate claim overlap. Recommended action: No immediate action required. Final decision must be made by the authorized official."
FRA0940,Jharkhand,Gumla,22.984196,84.608288,YES,40,MEDIUM,High claim overlap | Multiple previous rejections | ML anomaly detected,,Moderate,"Claim FRA0940 from Gumla, Jharkhand has a risk score of 40/100 (MEDIUM). This claim has some risk indicators and may require additional verification. Key factors: High claim overlap | Multiple previous rejections | ML anomaly detected. Recommended action: Perform additional document verification. Final decision must be made by the authorized official."
FRA0941,Jharkhand,Gumla,22.991034,84.68957,NO,30,LOW,High claim overlap | Multiple previous rejections,,Normal,"Claim FRA0941 from Gumla, Jharkhand has a risk score of 30/100 (LOW). No major risk indicators were detected for this claim. Key factors: High claim overlap | Multiple previous rejections. Recommended action: No immediate action required. Final decision must be made by the authorized official."
FRA0942,Jharkhand,Gumla,23.16778,84.630442,NO,5,LOW,Multiple previous rejections,,Normal,"Claim FRA0942 from Gumla, Jharkhand has a risk score of 5/100 (LOW). No major risk indicators were detected for this claim. Key factors: Multiple previous rejections. Recommended action: No immediate action required. Final decision must be made by the authorized official."
FRA0943,Maharashtra,Nashik,20.139131,73.826918,NO,15,LOW,Moderate claim overlap,,Normal,"Claim FRA0943 from Nashik, Maharashtra has a risk score of 15/100 (LOW). No major risk indicators were detected for this claim. Key factors: Moderate claim overlap. Recommended action: No immediate action required. Final decision must be made by the authorized official."
